"","uf","ibge","municipio","cnes","estabelecimento","pop_vinc","qt_bnf_auxilio_brasil","perc_benef","classificacao","equipes","medicos","enfermeiros","tecnicos","acs"
"37","GO","520490","CAMPOS BELOS",2437376,"ESF ABCB CAMPOS BELOS",3592,720,0.200445434298441,"média vulnerabilidade",1.4368,1.4368,1.4368,2.8736,4.78933333333333
"38","GO","520530","CAVALCANTE",2440946,"UBS II CENTRO",3253,580,0.178296956655395,"baixa vulnerabilidade",0.929428571428571,0.929428571428571,0.929428571428571,1.85885714285714,4.33733333333333
"39","GO","520540","CERES",5444330,"UNIDADE BASICA DE SAUDE SAO FRANCISCO",2953,194,0.0656959024720623,"média vulnerabilidade",1.1812,1.1812,1.1812,2.3624,3.93733333333333
"40","GO","520545","CEZARINA",9389202,"PROGRAMA DE SAUDE DA FAMILIA DE CEZARINA PSF III",1557,164,0.105330764290302,"alta vulnerabilidade",0.7785,0.7785,0.7785,1.557,2.076
"41","GO","520547","CHAPADÃO DO CÉU",7743246,"UNIDADE DE SAUDE RAGAGNIN",5093,570,0.111918319261732,"média vulnerabilidade",2.0372,2.0372,2.0372,4.0744,6.79066666666667
"42","GO","520549","CIDADE OCIDENTAL",7713339,"UBS FAMILIA PARQUE NAPOLIS A 1",3318,738,0.222423146473779,"alta vulnerabilidade",1.659,1.659,1.659,3.318,4.424
"43","GO","520549","CIDADE OCIDENTAL",2438526,"UBS FAMILIA JARDIM ABC",11559,3093,0.267583701012198,"alta vulnerabilidade",5.7795,5.7795,5.7795,11.559,15.412
"44","GO","520549","CIDADE OCIDENTAL",8008221,"UBS FAMILIA JARDIM ABC RURAL",3832,1025,0.267484342379958,"alta vulnerabilidade",1.916,1.916,1.916,3.832,5.10933333333333
"45","GO","520549","CIDADE OCIDENTAL",882658,"UBS FAMILIA NAPOLES B",1616,349,0.215965346534653,"alta vulnerabilidade",0.808,0.808,0.808,1.616,2.15466666666667
"46","GO","520551","COCALZINHO DE GOIÁS",6384374,"UNIDADE BASICA DE SAUDE EURIPEDES FERREIRA",3711,717,0.193209377526273,"baixa vulnerabilidade",1.06028571428571,1.06028571428571,1.06028571428571,2.12057142857143,4.948
"47","GO","520580","CORUMBÁ DE GOIÁS",3892239,"UNIDADE DE SAUDE DA FAMILIA MARIO CURADO",3026,687,0.227032385988103,"alta vulnerabilidade",1.513,1.513,1.513,3.026,4.03466666666667
"48","GO","520620","CRISTALINA",2440016,"PSF BEM VIVER",3665,363,0.0990450204638472,"baixa vulnerabilidade",1.04714285714286,1.04714285714286,1.04714285714286,2.09428571428571,4.88666666666667
"49","GO","520620","CRISTALINA",2440008,"PSF BELVEDERE",4483,923,0.205888913673879,"alta vulnerabilidade",2.2415,2.2415,2.2415,4.483,5.97733333333333
"50","GO","520620","CRISTALINA",2569965,"PSF ZONA SUL NOVA",3921,705,0.179801071155318,"média vulnerabilidade",1.5684,1.5684,1.5684,3.1368,5.228
"51","GO","520620","CRISTALINA",5148561,"PSF SANTA CLARA",5572,787,0.14124192390524,"baixa vulnerabilidade",1.592,1.592,1.592,3.184,7.42933333333333
"52","GO","520620","CRISTALINA",204668,"ESF CASA DE APOIO",1342,290,0.216095380029806,"alta vulnerabilidade",0.671,0.671,0.671,1.342,1.78933333333333
"53","GO","520740","EDÉIA",7123108,"CENTRO DE SAUDE AVELINO FERREIRA DE ARAUJO",2311,290,0.125486802250108,"baixa vulnerabilidade",0.660285714285714,0.660285714285714,0.660285714285714,1.32057142857143,3.08133333333333
"54","GO","520790","FLORES DE GOIÁS",7307993,"UNIDADE DE SAUDE DA FAMILIA IV FLORES DE GOIAS",3393,918,0.270557029177719,"baixa vulnerabilidade",0.969428571428571,0.969428571428571,0.969428571428571,1.93885714285714,4.524
"55","GO","520800","FORMOSA",5089662,"PSF 14 VILA VERDE",3289,576,0.175129218607479,"baixa vulnerabilidade",0.939714285714286,0.939714285714286,0.939714285714286,1.87942857142857,4.38533333333333
"56","GO","520815","GAMELEIRA DE GOIÁS",2438054,"UNIDADE DE SAUDE DONA ODETE",2258,263,0.116474756421612,"baixa vulnerabilidade",0.645142857142857,0.645142857142857,0.645142857142857,1.29028571428571,3.01066666666667
"57","GO","520850","GOIANDIRA",6959326,"ESTRATEGIA SAUDE DA FAMILIA I",2527,173,0.0684606252473288,"baixa vulnerabilidade",0.722,0.722,0.722,1.444,3.36933333333333
"58","GO","520860","GOIANÉSIA",2383306,"POSTO DE SAUDE HERMINIO LOPES GOIANESIA",3223,442,0.137139311200745,"alta vulnerabilidade",1.6115,1.6115,1.6115,3.223,4.29733333333333
"59","GO","520860","GOIANÉSIA",2441306,"POSTO DE SAUDE DOMINGOS DOS SANTOS SILVA",4056,594,0.146449704142012,"alta vulnerabilidade",2.028,2.028,2.028,4.056,5.408
"60","GO","520860","GOIANÉSIA",2381508,"POSTO DE SAUDE FRANCISCO JOSE MONTEIRO GOIANESIA",1377,162,0.117647058823529,"média vulnerabilidade",0.5508,0.5508,0.5508,1.1016,1.836
"61","GO","520870","GOIÂNIA",6949886,"USF JARDIM DAS AROEIRAS",10137,959,0.0946039262109105,"média vulnerabilidade",4.0548,4.0548,4.0548,8.1096,13.516
"62","GO","520870","GOIÂNIA",2506742,"USF NOVO PLANALTO",15749,1544,0.0980379706648041,"média vulnerabilidade",6.2996,6.2996,6.2996,12.5992,20.9986666666667
"63","GO","520870","GOIÂNIA",2665239,"USF PARQUE ATHENEU",9562,434,0.0453879941434846,"baixa vulnerabilidade",2.732,2.732,2.732,5.464,12.7493333333333
"64","GO","520870","GOIÂNIA",5376564,"USF GRAJAU",7005,632,0.0902212705210564,"média vulnerabilidade",2.802,2.802,2.802,5.604,9.34
"65","GO","520870","GOIÂNIA",5277930,"USF RESIDENCIAL YTAPUA",6633,763,0.115030906075682,"alta vulnerabilidade",3.3165,3.3165,3.3165,6.633,8.844
"66","GO","520870","GOIÂNIA",6469744,"USF JARDIM CERRADO IV",8718,1887,0.216448726772195,"alta vulnerabilidade",4.359,4.359,4.359,8.718,11.624
"67","GO","520870","GOIÂNIA",3989577,"USF JARDIM ARITANA",8369,963,0.115067511052694,"alta vulnerabilidade",4.1845,4.1845,4.1845,8.369,11.1586666666667
"68","GO","520870","GOIÂNIA",6634842,"USF BUENA VISTA",9461,1507,0.159285487791988,"alta vulnerabilidade",4.7305,4.7305,4.7305,9.461,12.6146666666667
"69","GO","520880","GOIANIRA",6311814,"UBS ANTONIA PEREIRA GOMES",4401,525,0.119291070211316,"média vulnerabilidade",1.7604,1.7604,1.7604,3.5208,5.868
"70","GO","520890","GOIÁS",2343541,"UNIDADE BASICA DE SAUDE ODILON SANTANA DE CAMARGO",3149,338,0.107335662114957,"baixa vulnerabilidade",0.899714285714286,0.899714285714286,0.899714285714286,1.79942857142857,4.19866666666667
"71","GO","520890","GOIÁS",2343576,"UNIDADE BASICA DE SAUDE DR TASSO DE CAMARGO",2103,322,0.153114598193058,"média vulnerabilidade",0.8412,0.8412,0.8412,1.6824,2.804
"72","GO","520910","GOIATUBA",2695898,"PSF 301",4482,649,0.144801427933958,"alta vulnerabilidade",2.241,2.241,2.241,4.482,5.976
"73","GO","520910","GOIATUBA",3556816,"PSF 307",4623,534,0.115509409474367,"média vulnerabilidade",1.8492,1.8492,1.8492,3.6984,6.164
"74","GO","520910","GOIATUBA",3188981,"PSF 304",4506,268,0.0594762538837106,"baixa vulnerabilidade",1.28742857142857,1.28742857142857,1.28742857142857,2.57485714285714,6.008
"75","GO","520910","GOIATUBA",3573885,"PSF 306",5278,348,0.0659340659340659,"baixa vulnerabilidade",1.508,1.508,1.508,3.016,7.03733333333333
"76","GO","520960","HEITORAÍ",2381893,"CENTRO DE SAUDE DE HEITORAI FABRICIO REBOUCAS MOREIRA",2380,393,0.165126050420168,"baixa vulnerabilidade",0.68,0.68,0.68,1.36,3.17333333333333
"77","GO","520970","HIDROLÂNDIA",2361655,"UNIDADE DE SAUDE DA FAMILIA IV NOVA FATIMA HIDROLANDIA",2142,138,0.0644257703081232,"baixa vulnerabilidade",0.612,0.612,0.612,1.224,2.856
"78","GO","520993","INACIOLÂNDIA",2382121,"PSF I INACIOLANDIA",2588,496,0.191653786707883,"alta vulnerabilidade",1.294,1.294,1.294,2.588,3.45066666666667
"79","GO","520995","INDIARA",2535734,"UBS IV DEVANIR ABEL DA SILVA",3669,554,0.150994821477242,"alta vulnerabilidade",1.8345,1.8345,1.8345,3.669,4.892
"80","GO","520995","INDIARA",2769468,"UBS I FLORENCIO ONORIO MARTINS",4792,608,0.126878130217028,"baixa vulnerabilidade",1.36914285714286,1.36914285714286,1.36914285714286,2.73828571428571,6.38933333333333
"81","GO","521000","INHUMAS",2659891,"UNIDADE DE SAUDE DA FAMILIA DR JOAO SEVERINO DE ARAUJO",5766,527,0.0913978494623656,"baixa vulnerabilidade",1.64742857142857,1.64742857142857,1.64742857142857,3.29485714285714,7.688
"82","GO","521000","INHUMAS",7832443,"UNIDADE DE SAUDE DA FAMILIA JARDIM SUICO",3155,315,0.0998415213946117,"média vulnerabilidade",1.262,1.262,1.262,2.524,4.20666666666667
"83","GO","521000","INHUMAS",2659875,"UBS ZARUF NACRUTH RORIZ",893,125,0.139977603583427,"alta vulnerabilidade",0.4465,0.4465,0.4465,0.893,1.19066666666667
"84","GO","521010","IPAMERI",2437074,"POSTO DE SAUDE VILA CARVALHO ESF V",4274,679,0.158867571361722,"alta vulnerabilidade",2.137,2.137,2.137,4.274,5.69866666666667
"85","GO","521020","IPORÁ",3080951,"PSF VILA NOVA IPORA",4268,236,0.0552952202436739,"média vulnerabilidade",1.7072,1.7072,1.7072,3.4144,5.69066666666667
"86","GO","521040","ITABERAÍ",2569639,"UBS VALDECI JOSE TELES",5471,534,0.0976055565710108,"baixa vulnerabilidade",1.56314285714286,1.56314285714286,1.56314285714286,3.12628571428571,7.29466666666667
"87","GO","521040","ITABERAÍ",9397825,"UBS JEOVAH JOSE CAMILO IV",2713,395,0.145595281975673,"média vulnerabilidade",1.0852,1.0852,1.0852,2.1704,3.61733333333333
"88","GO","521090","ITAPACI",3023184,"POSTO DE SAUDE JUCA CABRAL ITAPACI",3423,644,0.188139059304703,"alta vulnerabilidade",1.7115,1.7115,1.7115,3.423,4.564
"89","GO","521090","ITAPACI",5030501,"POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO",4393,412,0.0937855679490098,"baixa vulnerabilidade",1.25514285714286,1.25514285714286,1.25514285714286,2.51028571428571,5.85733333333333
"90","GO","521100","ITAPIRAPUÃ",7181639,"PSF ZONA RURAL",2215,427,0.192776523702032,"alta vulnerabilidade",1.1075,1.1075,1.1075,2.215,2.95333333333333
"91","GO","521180","JARAGUÁ",5120659,"UNIDADE DE SAUDE DA FAMILIA PSF VII JARAGUA",4053,689,0.169997532691833,"baixa vulnerabilidade",1.158,1.158,1.158,2.316,5.404
"92","GO","521230","LEOPOLDO DE BULHÕES",2361302,"CENTRO DE SAUDE JOSE FRANCISCO VARGAS",3778,598,0.158284806776072,"baixa vulnerabilidade",1.07942857142857,1.07942857142857,1.07942857142857,2.15885714285714,5.03733333333333
"93","GO","521250","LUZIÂNIA",9650199,"UNIDADE BASICA SETOR INDUSTRIAL",1161,278,0.239448751076658,"alta vulnerabilidade",0.5805,0.5805,0.5805,1.161,1.548
"94","GO","521250","LUZIÂNIA",2340232,"PSF PARQUE ESTRELA DALVA X",3429,875,0.255176436278798,"alta vulnerabilidade",1.7145,1.7145,1.7145,3.429,4.572
"95","GO","521250","LUZIÂNIA",6771912,"PSF PARQUE ESTRELA DALVA VIII",5699,1325,0.23249692928584,"alta vulnerabilidade",2.8495,2.8495,2.8495,5.699,7.59866666666667
"96","GO","521295","MATRINCHÃ",5367565,"UBS NAIR PEREIRA BORGES",2679,478,0.178424785367675,"baixa vulnerabilidade",0.765428571428571,0.765428571428571,0.765428571428571,1.53085714285714,3.572
"97","GO","521300","MAURILÂNDIA",9489452,"ESTRATEGIA SAUDE DA FAMILIA MARIA VIEIRA DE OLIVEIRA SILVA",1491,270,0.181086519114688,"alta vulnerabilidade",0.7455,0.7455,0.7455,1.491,1.988
"98","GO","521300","MAURILÂNDIA",9488774,"ESTRATEGIA DE SAUDE DA FAMILIA DONA INACIA SEVERINA CONCEICA",2702,643,0.237971872686899,"alta vulnerabilidade",1.351,1.351,1.351,2.702,3.60266666666667
"99","GO","521308","MINAÇU",3570703,"UNIDADE DE SAUDE DA FAMILIA PSF IV",3972,581,0.146273917421954,"média vulnerabilidade",1.5888,1.5888,1.5888,3.1776,5.296
"100","GO","521308","MINAÇU",2440482,"EQUIPE DE AT PRIMARIA",680,136,0.2,"alta vulnerabilidade",0.34,0.34,0.34,0.68,0.906666666666667
"101","GO","521310","MINEIROS",2441152,"UNIDADE BASICA DE SAUDE MARIA UMBELINA",6446,920,0.142724170027924,"média vulnerabilidade",2.5784,2.5784,2.5784,5.1568,8.59466666666667
"102","GO","521380","MORRINHOS",2382075,"UNIDADE ESF ZONA RURAL MARCELANIA",2371,173,0.0729649936735555,"baixa vulnerabilidade",0.677428571428571,0.677428571428571,0.677428571428571,1.35485714285714,3.16133333333333
"103","GO","521380","MORRINHOS",2440962,"UNIDADE ESF GENOVEVA ALVES",3988,265,0.0664493480441324,"baixa vulnerabilidade",1.13942857142857,1.13942857142857,1.13942857142857,2.27885714285714,5.31733333333333
"104","GO","521390","MOSSÂMEDES",2569868,"UBS JOAO JESUS DE SA MOSSAMEDES",2298,310,0.134899912967798,"alta vulnerabilidade",1.149,1.149,1.149,2.298,3.064
"105","GO","521405","MUNDO NOVO",2569744,"CENTRO DE SAUDE E PSF I II E III DE MUNDO NOVO",7257,1429,0.196913325065454,"baixa vulnerabilidade",2.07342857142857,2.07342857142857,2.07342857142857,4.14685714285714,9.676
"106","GO","521440","NAZÁRIO",2440598,"UNIDADE DE SAUDE DA FAMILIA II NAZARIO",3225,337,0.104496124031008,"alta vulnerabilidade",1.6125,1.6125,1.6125,3.225,4.3
"107","GO","521450","NERÓPOLIS",2384000,"CENTRO DE SAUDE DE NEROPOLIS PACIFICO TEIXEIRA",7096,950,0.133878241262683,"alta vulnerabilidade",3.548,3.548,3.548,7.096,9.46133333333333
"108","GO","521450","NERÓPOLIS",2361337,"CENTRO DE SAUDE DE NEROPOLIS MARIA DORALICE LIMA PONTES",5449,471,0.0864378785098183,"baixa vulnerabilidade",1.55685714285714,1.55685714285714,1.55685714285714,3.11371428571429,7.26533333333333
"109","GO","521460","NIQUELÂNDIA",8011133,"POSTO DE SAUDE EVERESTE",1977,283,0.143146181082448,"média vulnerabilidade",0.7908,0.7908,0.7908,1.5816,2.636
"110","GO","521500","NOVA VENEZA",6606016,"USF I SEBASTIANA ALVES DO CARMO",2847,464,0.162978573937478,"média vulnerabilidade",1.1388,1.1388,1.1388,2.2776,3.796
"111","GO","521520","NOVO BRASIL",2382245,"UBS VEREADOR DIVINO SABINO DE CARVALHO",4126,478,0.115850702859913,"baixa vulnerabilidade",1.17885714285714,1.17885714285714,1.17885714285714,2.35771428571429,5.50133333333333
"112","GO","521523","NOVO GAMA",6797148,"USF PEDREGAL EQUIPE 05",4108,762,0.185491723466407,"alta vulnerabilidade",2.054,2.054,2.054,4.108,5.47733333333333
"113","GO","521523","NOVO GAMA",5808790,"USF CHACARA MINAS GERAIS",3968,714,0.179939516129032,"média vulnerabilidade",1.5872,1.5872,1.5872,3.1744,5.29066666666667
"114","GO","521523","NOVO GAMA",2383454,"USF PEDREGAL EQUIPE 04",3331,571,0.171419993995797,"média vulnerabilidade",1.3324,1.3324,1.3324,2.6648,4.44133333333333
"115","GO","521525","NOVO PLANALTO",2384108,"CENTRO DE SAUDE DA FAMILIA DE NOVO PLANALTO",2680,553,0.20634328358209,"alta vulnerabilidade",1.34,1.34,1.34,2.68,3.57333333333333
"116","GO","521590","PALMINÓPOLIS",2437503,"UNIDADE BASICA DE SAUDE JERONIMO GONCALVES BARBOSA",2945,368,0.124957555178268,"baixa vulnerabilidade",0.841428571428571,0.841428571428571,0.841428571428571,1.68285714285714,3.92666666666667
"117","GO","521600","PANAMÁ",6213383,"UBS UNIDADE BASICA DE SAUDE DE PANAMA",3125,303,0.09696,"baixa vulnerabilidade",0.892857142857143,0.892857142857143,0.892857142857143,1.78571428571429,4.16666666666667
"118","GO","521710","PIRACANJUBA",2769050,"UNIDADE DE SAUDE DA FAMILIA 304 POUSO ALTO PIRACANJUBA",3174,215,0.0677378701953371,"baixa vulnerabilidade",0.906857142857143,0.906857142857143,0.906857142857143,1.81371428571429,4.232
"119","GO","521720","PIRANHAS",2336839,"UNIDADE DE SAUDE DA FAMILIA PSF II S SUDOESTE PIRANHAS",2839,419,0.147587178584008,"alta vulnerabilidade",1.4195,1.4195,1.4195,2.839,3.78533333333333
"120","GO","521720","PIRANHAS",2382695,"UNIDADE DE SAUDE DA FAMILIA PSF III PIRANHAS",3010,277,0.0920265780730897,"baixa vulnerabilidade",0.86,0.86,0.86,1.72,4.01333333333333
"121","GO","521740","PIRES DO RIO",982016,"ESF 07",1450,189,0.130344827586207,"alta vulnerabilidade",0.725,0.725,0.725,1.45,1.93333333333333
"122","GO","521760","PLANALTINA",5065917,"UNIDADE BASICA DE SAUDE ESF 21 BAIRRO SAO JOSE",3870,836,0.216020671834625,"alta vulnerabilidade",1.935,1.935,1.935,3.87,5.16
"123","GO","521800","PORANGATU",3141039,"ESTRATEGIA DA SAUDE DA FAMILIA RAIZAMA ESF 06",3201,577,0.180256169946892,"média vulnerabilidade",1.2804,1.2804,1.2804,2.5608,4.268
"124","GO","521800","PORANGATU",3140997,"ESTRATEGIA DA SAUDE DA FAMILIA GRUPIARA ESF 05",3386,653,0.192852923803898,"alta vulnerabilidade",1.693,1.693,1.693,3.386,4.51466666666667
"125","GO","521805","PORTEIRÃO",2769301,"UNIDADE BASICA DE SAUDE DE PORTEIRAO",5028,677,0.134645982498011,"baixa vulnerabilidade",1.43657142857143,1.43657142857143,1.43657142857143,2.87314285714286,6.704
"126","GO","521830","POSSE",2384183,"DISTRITO DE BARBOSILANDIA POSSE",1357,356,0.262343404568902,"média vulnerabilidade",0.5428,0.5428,0.5428,1.0856,1.80933333333333
"127","GO","521850","QUIRINÓPOLIS",2340615,"UBS I EDINHO COUTO",3757,387,0.103007718924674,"alta vulnerabilidade",1.8785,1.8785,1.8785,3.757,5.00933333333333
"128","GO","521850","QUIRINÓPOLIS",2340623,"UBS II ZE TUNICA",3858,383,0.0992742353551063,"alta vulnerabilidade",1.929,1.929,1.929,3.858,5.144
"129","GO","521850","QUIRINÓPOLIS",3886263,"UBS VII AUREO BARBOSA",3665,349,0.095225102319236,"média vulnerabilidade",1.466,1.466,1.466,2.932,4.88666666666667
"130","GO","521850","QUIRINÓPOLIS",7492286,"UBS X DEVARLEY",3487,289,0.0828792658445655,"média vulnerabilidade",1.3948,1.3948,1.3948,2.7896,4.64933333333333
"131","GO","521870","RIANÁPOLIS",2442043,"UNIDADE BASICA DE SAUDE DE RIANAPOLIS PSF",2508,333,0.132775119617225,"alta vulnerabilidade",1.254,1.254,1.254,2.508,3.344
"132","GO","521880","RIO VERDE",2589168,"CLINICA DA FAMILIA OLIVIO ANTONIO DE FREITAS",1241,227,0.182917002417405,"alta vulnerabilidade",0.6205,0.6205,0.6205,1.241,1.65466666666667
"133","GO","521890","RUBIATABA",3978591,"UNIDADE BASICA DE SAUDE PSF 1",3541,235,0.0663654334933635,"baixa vulnerabilidade",1.01171428571429,1.01171428571429,1.01171428571429,2.02342857142857,4.72133333333333
"134","GO","521890","RUBIATABA",6938558,"UNIDADE BASICA DE SAUDE PSF 7",2928,395,0.134904371584699,"alta vulnerabilidade",1.464,1.464,1.464,2.928,3.904
"135","GO","521890","RUBIATABA",2383829,"UNIDADE BASICA DE SAUDE PSF 2",2988,304,0.101740294511379,"média vulnerabilidade",1.1952,1.1952,1.1952,2.3904,3.984
